Energi (kal),Protein (g),Lemak (g),Gula (g),Serat (g),Natrium (mg),Grade
351.3513514,8.108108108,0,70.27027027,5.405405405,0.3125,C
372.0930233,9.302325581,0,76.74418605,6.976744186,0,C
47.05882353,2.941176471,0,8.235294118,0,0,B
70.79646018,11.50442478,0,6.194690265,0,1.875,A
48,1.6,0,8,2.4,1.517857143,A
0,0,0,0,0,0.758928571,B
370.3703704,7.407407407,0.925925926,75.92592593,7.407407407,1.205357143,C
392.8571429,14.28571429,0.892857143,71.42857143,3.571428571,1.607142857,C
393,14.3,0.893,71.4,3.57,2.232142857,C
321.4285714,12.5,0,71.42857143,10.71428571,2.053571429,C
20.83333333,0.416666667,0,5,0,1.148648649,B
168,5.6,3.6,23.2,0,15.16666667,C
91.7,2.92,1.88,12.1,0,7.5,C
183.3333333,6.666666667,3.75,25.83333333,0.833333333,1.052631579,C
500,7.14,3.57,64.3,0,7,D
311,5.56,2.22,43.33,1.1,13.88888889,C
204,24.3,2.1,1.4,0.5,0.948275862,A
16.66666667,0,0,3.333333333,0.833333333,0.905172414,A
120,8,0,8,0,1.009615385,A
552,6.9,17.2,58.6,3.45,2.166666667,D
393,21.43,17.86,3.57,0,1.388888889,C
220,4,0,44,6,2.857142857,C
0,0,0,0,0,1.916666667,B
26,3.23,0,3.23,3.2,7.5,A
26,3.23,0,3.23,3.2,1.357142857,A
55,3.33,0.3,6.36,1.5,1.081081081,A
55,3.33,0.3,6.36,1.5,1.319444444,A
55,3.33,0.3,6.36,1.5,3.888888889,A
55,3.33,0.3,6.36,1.5,0,A
55,3.33,0.45,6.36,1.5,1.916666667,A
55,3.33,0.3,6.36,1.5,1.583333333,A
55,3.33,0.45,6.36,1.5,1.71875,A
55,3.33,0.3,6.36,1.5,1.416666667,A
55,3.33,0.45,6.36,1.5,2.583333333,A
84,4.5,0.1,13,5,2.083333333,A
84,4.6,0.1,13,0,2.797619048,B
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0,C
736,9.5,6,12,0,1.271929825,D
176,9.5,6,12,0,1.25,C
176,9.5,6,12,0,0.535714286,C
176,9.5,6,12,0,1.0625,C
176,9.5,6,12,0,0.852272727,C
176,9.5,6,12,0,1.060606061,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,3.303571429,C
176,9.5,6,12,0,1.517857143,C
176,9.5,6,12,0,1.607142857,C
176,9.5,6,12,0,0.948275862,C
176,9.5,6,12,0,0.3125,C
176,9.5,6,12,0,1.940789474,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,2.833333333,C
176,9.5,6,12,0,2.833333333,C
176,9.5,6,12,0,2.916666667,C
176,9.5,6,12,0,2.5,C
538.4615385,7.692307692,5.769230769,73.07692308,3.846153846,2.166666667,D
176,9.5,6,12,0,2.166666667,C
176,9.5,6,12,0,3.833333333,C
176,9.5,6,12,0,6.111111111,C
176,9.5,6,12,0,2.166666667,C
176,0,6,12,0,2.25,C
176,9.5,6,12,0,2.166666667,C
176,9.5,6,12,0,2.33,C
176,9.5,6,12,0,2,C
176,9.5,6,12,0,1.166666667,C
176,9.5,6,12,0,2.833333333,C
176,9.5,6,12,0,0.803571429,C
176,9.5,6,12,0,0.833333333,C
176,9.5,6,12,0,2.333333333,C
176,9.5,6,12,0,0.75,C
176,9.5,6,12,0,0.75,C
176,9.5,6,12,0,0.375,C
176,9.58,6,12,0,0.625,C
176,9.5,6,12,0,0.875,C
73,6,0.1,8.7,4.9,0,A
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0.46875,C
176,9.5,6,12,0,0.390625,C
176,9.5,6,12,0,3.125,C
176,9.5,6,12,0,0.2734375,C
176,9.5,6,12,0,0.9765625,C
176,9.5,6,12,0,2.421875,C
176,10,6,12,0,0.1953125,C
176,9.5,6,12,0,1.4375,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0,C
176,9.58,6,12,0,0.145833333,C
176,9.5,6,12,0,0.71875,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,2.065217391,C
176,9.5,6,12,0,2.053571429,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,0,C
154,9.5,4.5,11,0,0.788,B
176,9.5,6,12,0,0.82,C
176,10,6,12,0,0.0192,C
175.9,9.5,6,12,1,0.025,C
176,9.5,6,12,0,0.230769231,C
176,9.5,6,12,0,0.269230769,C
176,9.5,6,12,0,1.216216216,C
176,9.5,6,12,0,0.930232558,C
176,9.5,6,12,0,0.125,C
176,9.5,6,12,0,0.951327434,C
176,9.5,6,12,0,0.6,C
176,9.5,6,12,0,0,C
176,9.5,6,12,0,1.435185185,C
51,2.1,0.1,8.3,0,0,B
209,13.5,1,10.19999981,5,0.067,A
257,9,2.5,35,5.5,0,B
161,3.5,2.2,13,0,0,C
161,3.5,2.2,13,0,0.2,C
161,3.5,2.2,13,0,0.109,C
161,3.5,2.2,13,0,0.458333333,C
161,3.5,2.2,13,0,0.464,C
161,3.5,2.2,13,0,0.7225,C
161,3.5,2.2,13,0,8.25,C
161,3.5,2.2,13,0,0,C
669,0,2.2,13,0,0,D
161,3.5,2.2,13,0,0.129,C
161,3.5,2.2,13,0,1.6075,C
161,3.5,2.2,13,0,0.05,C
161,3.5,2.2,13,0,0.3125,C
161,3.5,2.2,13,0,2.0975,C
669,3.5,2.2,13,0,2,C
161,3.5,2.2,13,0,0.1025,C
161,3.5,2.2,13,0,0.10414,C
161,3.5,2.2,13,0,0.1025,C
161,3.5,2.2,13,0,0.1025,C
161,4,2,13,0,0.1025,C
161,3.5,2.2,13,0,0.1025,C
161,3.5,2.2,13,0,0.1025,C
161,3.5,2.2,13,0,0.1025,C
161,3.5,2.200000048,13,0,0.1025,C
161,3.5,2.2,13,0,0.53,C
161,0.850000024,2.200000048,13,0,0.53,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.200000048,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,0,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.200000048,13,0,1.2,C
101,1.600000024,0.899999976,4.400000095,0,1.2,B
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,1,0,C
161,3.5,2.2,13,0,1.2,C
161,0,0.850000024,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.200000048,13,0,1.2,C
100,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,0.817307692,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.200000048,13,0,1.2,C
161,3.5,2.2,13,0,1.28,C
161,3.5,2.2,13,0,1,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
800,0,13.33333333,0,0,1.2,E
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.200000048,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,10,C
161,3.5,2.2,13,0,0.03,C
161,3.5,2.28,13,0,0,C
161,3.5,2.200000048,13,0,1.2,C
161,3.5,2.2,13,0,1.200000048,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
669,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,9.5,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.28,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
669,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
669,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.28,13,0,2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,9.5,C
161,3.5,2.2,13,0,0,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
161,3.5,2.2,13,0,1.2,C
111,7,2.2,9.8,1.1,1.2,B
255,9.8,3.9,26.5,1.6,1.2,C
162,7.6,5.5,12.7,0,1.2,C
172,9.5,6,7.5,0,1.2,C
172,9.5,6,7.5,0,0,C
172,9.5,6,7.5,0,0,C
25,1.200000048,0.100000001,3.900000095,0,1,B
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.58,6,7.58,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
517,8,5,58,4.4,0,D
172,9.5,6,7.5,0,0.85,C
175,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,0.85,C
172,9.5,6,7.5,0,8,C
825,0.5,7.3,0.5,0.5,0.85,D
280,15,1.5,31,1,0.85,C
390,7.96,9.12,51.55,0,0.85,E
70,0,0,7,0,0.850000024,B
249,9,0.8,45.3,3.6,0.85,C
50,0,0,30,0,0.850000024,C
60,1,0,15,4,0,A
550,12.5,20,50,2.5,0,D
285.7142857,0,7.142857143,50,0,0.85,E
357.1428571,3.571428571,10.71428571,50,3.571428571,0.85,D
353,0,8.82,56.4,0,0.8,E
321.43,0,7.14,53.57,0,0.85,E
357,3.57,7.14,57.14,0,0.85,E
357,3.57,10.71,50,3.6,0.5,D
321,0,7.14,50,0,0.85,E
285.7142857,0,7.142857143,50,0,0.85,E
516.1290323,6.451612903,19.35483871,58.06451613,3.225806452,0.85,D
550,5,22.5,55,2.5,0,E
550,5,20,60,0,0.85,E
455,3.03,7.58,53.03,0,0.85,E
394,4.55,4.55,57.58,1.5,0.85,D
406,4.35,5.07,57.97,1.4,0.85,D
420,4.35,5.8,56.52,1.4,0.85,D
450,5,11.2,67.5,2.5,0.850000024,E
525,2.5,22.5,67.5,1.2,0.85,E
425,5,15,65,7.5,0.85,D
450,7.5,11.25,62.5,2.5,0.85,D
571,11.43,17.14,48.57,2.9,0.85,D
550,10,17.5,47.5,2.5,0.85,D
375,2.5,11.25,50,0,0.85,E
475,5,17.5,60,2.5,0.85,E
350,2.5,11.25,52.5,2.5,0.850000024,E
400,2.5,11.25,62.5,5,0.85,E
425,5,15,47.5,0,0,E
425,2.5,10,70,2.5,0.85,E
350,2.5,11.25,52.5,2.5,0.85,E
500,0,14.30000019,57.09999847,0,0,E
400,2.5,11.25,62.5,5,0.85,E
400,2.5,7.5,75,2.5,0.85,D
375,2.5,11.25,50,0,0.85,E
475,5,12.5,45,2.5,0.850000024,E
350,2.5,10,52.5,2.5,0.85,E
333,1.75,7.89,56.14,0,0.85,E
351,1.75,8.77,54.39,0.9,0.85,E
298,1.75,7.02,52.63,0,0.85,E
375,5,11.25,52.5,0,0.85,E
350,2.5,11.25,60,0,0.85,E
427,2.67,6.67,56,0,0.85,E
450,5,11.25,67.5,5,0.85,D
450,5,11.25,62.5,7.5,0.850000024,D
475,5,12.5,62.5,2.5,0.85,E
475,5,12.5,65,5,0.85,D
286,4.29,8.57,22.86,0,0.85,D
243,4.29,10,21.43,0,0.85,D
229,4.29,8.57,22.86,1.4,0.85,D
214,2.86,8.57,24.29,0,0.85,D
375,2.5,11.25,50,0.6,0.85,E
500,5,12.5,50,2.5,0.85,E
350,2.5,11.25,52.5,2.5,0.85,E
400,2.5,7.5,75,2.5,0,D
357,3.57,7.14,57.14,0,0.85,E
321,0,7.14,53.57,0,0.85,E
357,0,7.14,60.71,0,0,E
257,4.29,10,27.14,0,0.85,D
271,4.29,8.57,28.57,1.4,0.85,D
349,2.33,5.81,67.44,0.6,0.85,D
372,4.65,11.63,48.84,0.6,0.85,E
349,2.33,10.47,46.51,0.6,0.85,E
326,2.33,10.47,48.84,2.3,0.85,E
400,2.35,5.88,50.59,1.2,0.85,D
393,3.57,7.14,75,3.6,0.85,D
464,3.57,12.5,71.43,3.6,0.85,D
402,3.26,5.43,58.7,2.2,0.85,D
286,7.14,3.57,40.48,0,0.85,C
321.4285714,0,7.142857143,50,0,0.85,E
368.42,2.63,10.53,52.63,2.6,0.85,E
395,5.26,13.16,50,0,0.85,E
406,3.12,14.06,53.12,3.1,0.85,E
429,3.57,8.93,75,3.6,0.85,D
348.84,2.33,9.3,51.16,2.33,0,E
372,4.65,11.63,48.84,0,0.85,E
419,4.65,13.95,51.16,2.3,0.85,E
500,7.142857143,12.5,64.28571429,3.571428571,0.85,D
243,4.29,10,24.29,0,0.68,D
243,4.29,10,24.29,0,1.07,D
243,4.29,10,24.29,0,0.3,D
392.8571429,3.571428571,8.928571429,42.85714286,3.571428571,1.2,D
190,2,5,29,0,1.2,D
536,7.14,12.5,57.14,0,1.2,E
395,5.26,13.16,50,0,0,E
368,2.63,11.84,52.63,2.6,1.2,E
412,2.94,7.35,76.47,2.9,1.2,D
429,5.71,11.43,65.71,0,1.2,E
535,6.98,20.93,55.81,2.3,1.2,E
475,5,15,60,5,1.2,D
500,5,17.5,62.5,2.5,1.2,E
393,3.57,12.5,50,0,0,E
393,3.57,12.5,57.14,3.6,1.2,D
536,3.57,17.86,53.57,3.6,1.2,E
464.2857143,3.571428571,12.5,67.85714286,3.571428571,0.13,D
321.4285714,3.571428571,10.71428571,46.42857143,3.571428571,1.2,D
321.4285714,3.571428571,8.928571429,42.85714286,3.571428571,1.2,D
464.2857143,3.571428571,12.5,67.85714286,0,1.2,E
39.28571429,3.571428571,7.142857143,64.28571429,0,1.2,D
366.6666667,3.333333333,8.333333333,40,0,1.2,D
357.1428571,3.571428571,12.5,53.57142857,3.571428571,1.2,D
464,3.57,12.5,67.9,0,1.2,E
464.2857143,3.571428571,12.5,67.85714286,0,1.2,E
321.4285714,3.571428571,10.71428571,46.42857143,3.571428571,1.2,D
392.8571429,3.571428571,17.85714286,50,0,1.2,E
392.8571429,3.571428571,12.5,50,0,0.01,E
321.4285714,3.571428571,10.71428571,50,0,1.8,E
428.5714286,3.571428571,10.71428571,67.85714286,0,0.84,E
500,3.571428571,21.42857143,64.28571429,3.571428571,0,E
395.3488372,2.325581395,16.27906977,46.51162791,4.651162791,1.03,D
450,5,11.25,67.5,2.5,0,E
450,5,11.25,67.5,0,0,E
450,5,12.5,67.5,2.5,0.4375,E
325,2.5,8.75,45,0,0.357142857,E
321.4285714,3.571428571,8.928571429,46.42857143,3.571428571,0.357142857,D
321.4285714,3.571428571,8.928571429,46.42857143,0,0.97,E
428.5714286,3.571428571,12.5,67.85714286,3.571428571,0.3629,D
464.2857143,3.571428571,12.5,67.85714286,3.571428571,0.4025,D
535.7142857,10.71428571,7.142857143,42.85714286,7.142857143,0.36322,D
428.5714286,3.571428571,10.71428571,64.28571429,3.571428571,0.8925,D
428.5714286,3.571428571,10.71428571,67.85714286,0,0.357142857,E
450,5,11.25,67.5,0,0.201612903,E
450,5,11.25,67.5,0,0.1875,E
450,5,11.25,67.5,2.5,0.1875,E
464.2857143,3.571428571,12.5,67.85714286,3.571428571,0.91,D
464.2857143,3.571428571,12.5,67.85714286,0,0.645,E
464.2857143,3.571428571,12.5,67.85714286,0,0.6525,E
464.2857143,3.571428571,12.5,67.85714286,0,0.58,E
464.2857143,3.571428571,12.5,67.85714286,3.571428571,2.25,D
464.2857143,3.571428571,12.5,67.85714286,3.571428571,0.625,D
464.2857143,3.571428571,12.5,67.85714286,0,0,E
464.2857143,3.571428571,12.5,67.85714286,3.571428571,1.8125,D
321.4285714,3.571428571,16.07142857,64.28571429,35.71428571,0.1425,D
464.2857143,3.571428571,12.5,67.85714286,3.571428571,0.125,D
464.2857143,3.571428571,12.5,67.85714286,3.571428571,0.25,D
464.2857143,3.571428571,12.5,67.85714286,3.571428571,0.28,D
429,2.86,7.14,74.29,2.9,0.72,D
387.5,3.75,5.63,51.25,1.25,0.155,D
379.3103448,3.448275862,6.896551724,47.12643678,1.149425287,0.345,D
180,6,0,31,4,0.25,B
159,1.4,0.1,16.15,30.7,0.72,A
89,4.3,0.1,15.3,2.9,1.610000014,A
258.0645161,9.677419355,0,54.83870968,3.225806452,0.155,C
250,9.090909091,0,52.27272727,0,0,C
394,9.09,0,66.67,3,0.78,C
64,2,0.1,13,0,0.1875,B
225.8064516,7.258064516,0,46.77419355,1.612903226,0.7303,C
187.5,8.333333333,2.083333333,30.55555556,0,0.395,C
183.0065359,7.843137255,3.267973856,24.18300654,0,0.35,C
165.3543307,6.299212598,0.393700787,33.85826772,3.149606299,0.8325,B
188.976378,7.086614173,0.787401575,32.28346457,1.57480315,1.3125,C
170.8860759,8.227848101,5.063291139,15.82278481,1.265822785,0.71875,C
192.8571429,8.571428571,2.5,28.57142857,0.714285714,0.8675,C
194.0298507,8.955223881,3.358208955,26.86567164,1.492537313,0.125,C
187.5,8.333333333,2.083333333,30.55555556,0,0.125,C
1,0.1,0,0.2,0,0.22,B
1,0.1,0,0.2,0,0.22,B
129,20,1.18,0,0,0.34,A
366.1972,14.0845,2.8169,66.1972,2.8169,0.1775,C
1,0.1,0,0.2,0,0.285,B
155,21.2,1.5,0.5,0,0.1425,A
216,2.2,1.8,26.8,1.9,0.78,C
150,2.3,1.4,6.4,5.1,0.22,A
147,3.8,4.4,15.8,0,0.72,C
333.3333333,7.142857143,0,78.57142857,0,0,C
176,0.9,1.2,4.7,0,0.4025,C
123,1.4,2.2,1.7,0,0.8475,C
423,22,1.5,50,8.899999619,0.3175,C
147,1.2,2.2,1.6,0,0.215,C
224,1.5,2.7,1.6,1.7,0.3225,B
239,8.85,3.54,20.35,2.7,0.1175,B
343,8.899999619,3.400000095,21.89999962,0,0.2325,C
184,6.4,0.4,34.5,3,0.6675,B
171,11,0.2,27.5,3.8,0.61,A
180,7,0,40,6,0.765,B
159.5,12.4,0.2,23.8,3.6,1.6975,A
0,14.28571429,14.28571429,7.142857143,0,1.0725,C
159,6.2,0.1,31.4,1.5,0.9775,B
4.761904762,0,0,80.95238095,0,1.31,C
67,1.67,0,15,1.7,0.848214286,B
286,0,0,80.95,0,0.6684,D
286,0,0,80.95,0,0.7225,D
158,5.2,0.2,31.8,0,0.35814,C
159,6.2,0.1,31.4,0,1.115,C
157,9.3,0.2,26.3,3,0.7384,A
148,5.6,0.1,29,2.1,0.785,B
200,5.1,0.5,40.4,0,0.755,C
159,6.2,0.1,31.4,1.5,0.267857143,B
184,6.7,2.8,24.7,0,0,C
0,8.5,1.1,36,1.5,0,B
24,2.35,0,4.71,2.4,0.16,A
23.52941176,1.176470588,0,5.882352941,2.352941176,0.178571429,A
29.41176471,3.529411765,0,5.882352941,2.352941176,0,A
35,2.35,0,7.06,2.4,1.0275,A
35,2.35,0,7.06,1.2,0.7225,A
21,1.75,0,5.26,1.8,0.6575,A
29,1.18,0,5.88,1.2,0,B
25,1.18,0,4.71,1.2,0.1075,B
28,1.75,0,7.02,1.8,0.175,A
36,3.57,0,3.57,3.6,1.9375,A
35.71428571,3.571428571,0,3.571428571,3.571428571,0.22,A
57,3.57,0,3.57,3.6,0.2225,A
24,1.18,0,5.88,2.4,0.2225,A
34,1.18,0,7.06,2.4,1.16,A
94,1.18,0,12.94,1.2,3.125,B
40,2,1,7,2,2.946428571,A
24,0,0,5.88,0,2.946428571,B
178,5.61,0,28.97,2.8,3.125,B
96,1.75,2.63,14.04,2.6,0.133928571,B
128,2.72,1.63,7.61,2.2,6.083333333,A
108,1.94,0.97,7.77,1,0.669642857,B
29,4.65,1.16,3.49,3.5,3.12,A
21,3.6,0.1,0.1,0,3.125,A
220,9,2,100,1,2.232142857,C
1,0.2,0,0.3,0,0.803571429,B
500,7.142857143,14.28571429,67.85714286,3.571428571,1.25,D
1,0.2,0,0.3,0,4.196428571,B
357,8.5,0.3,78,1.5,5.892857143,C
361,6.7,0.2,81.9,0.6,2.857142857,C
339,10.71,3.57,19.64,0,3.895348837,C
380,57,0,35,0,2.25,C
544,0.0078,18,56,0,2.3125,E
1.692047377,0,0,0,0,1.25,B
25,2,0.5,20,3,1.625,A
0,7,2,6,2,2.946428571,A
0,0,0,0,0,3.035714286,B
8500,50,100,1000,50,3.035714286,E
466.6666667,10,3.333333333,66.66666667,3.333333333,3.125,C
500,10.71428571,3.571428571,64.28571429,3.571428571,1.339285714,C
160,10,8.7,3,0,5.892857143,C
674,16.2,6.4,12.5,7,5.892857143,C
78,9.4,0.5,3.3,0,2.3125,A
357,8.93,0,83.93,10.7,2.3125,C
867,0,13.33,0,0,2.25,E
857,0,17.86,0,0,3.125,E
867,0,6.67,0,0,3.125,D
867,0,10,0,0,3.125,E
866.6666667,0,10,0,0,3.125,E
867,0,6.67,0,0,3.125,D
867,0,13.33,0,0,1.696428571,E
867,0,6.67,0,0,3.125,D
1.7,6.6,0.3,42,1.1,3.125,C
73,0.200000003,0,0.400000006,0,3.125,B
0,0,0,0,0,3.125,B
105,6.6,1,11.5,1.5,3.125,A
194.4444444,13.88888889,2.777777778,27.77777778,19.44444444,3.125,B
354.84,9.68,3.23,61.29,3.23,0.1775,C
295.3488372,6.976744186,2.325581395,51.1627907,0,1.016,D
35.71428571,0,0,7.142857143,0,0.775862069,B
256,8,0,50,2,0,C
255,7.84,1.96,49.02,2,0.35,C
200,6.666666667,0,43.33333333,5,0.05,B
288.89,8.89,2.22,48.89,8.89,1.129032258,C
255,7.69,0,50.77,1.5,1.136363636,C
246.15,7.69,1.54,49.23,1.54,1.0225,C
107.1428571,11.9047619,2.380952381,35.71428571,35.71428571,0.16,B
246.15,7.69,1.54,49.23,1.5,0.826612903,C
142.8571429,15.47619048,3.571428571,33.33333333,33.33333333,0.3125,B
197.1830986,14.08450704,2.816901408,28.16901408,19.71830986,0.588235294,B
290.3225806,6.451612903,3.225806452,48.38709677,3.225806452,0.866141732,C
290.3225806,6.451612903,4.838709677,51.61290323,3.225806452,0.62992126,C
290.3225806,6.451612903,3.225806452,51.61290323,3.225806452,0.806962025,C
290.3225806,6.451612903,3.225806452,48.38709677,3.225806452,0.446428571,C
200,3.85,0,42.31,3.8,0.46641791,C
35.71428571,0,0,7.142857143,0,0.3125,B
35.71428571,0,0,7.142857143,0,0,B
250,10.71,0,53.57,3.6,0,C
281,10.53,0,49.12,3.5,0.941,C
250,10.71,0,46.43,7.1,0,C
246,8.77,0,47.37,7,0,C
279,9.3,0,53.49,2.3,1.45,C
286,10.71,0,53.57,3.6,1.1,C
250,7.14,0,46.43,3.6,1.85,C
235,11.76,0,44.12,5.9,0.87,B
299,10.45,1.49,56.72,2.2,0,C
265,8.82,0,50,5.9,1.3,C
194.4444,13.8889,2.7778,27.7778,0,2.45,C
500,10,3.3333,66.6667,0,0,D
450,4.2,13.6,47.9,4.5,3.51,D
112,3.3,0.7,8.5,2.4,2.59,A
337.5,22.5,0,67.5,0,1.4375,C
149,15.6,0.8,5.6,4.4,0,A
94,3.8,0.2,16.5,0,0.04,B
94,0.03,0.3,15.9,1.5,0.05,B
225,19,2.4,33.3,0,0,C
129,5.9,0.5,16.7,0,0.025,B
310,2.3,11.9,32.8,0,0.714285714,E
128,3.7,1.3,16.9,2.1,0.01,B
152,5.300000191,1.299999952,15,0,0,B
141,3,0.5,18.4,0,1.625,C
98,3.3,0.8,14.6,2.3,0,A
328,0.5,2.700000048,12.80000019,0,0,C
473.6842105,0,18.42105263,73.68421053,0,0,E
421.0526316,5.263157895,15.78947368,68.42105263,5.263157895,0.1,D
437.5,6.25,15.625,68.75,6.25,0,D
210.5263158,5.263157895,7.894736842,31.57894737,0,0,D
235.2941176,0,8.823529412,35.29411765,0,10,D
264.7058824,0,11.76470588,35.29411765,0,0.01,E
466.6666667,6.666666667,16.66666667,60,6.666666667,0.9,D
189,2.3,0.8,18.7,0,2.2,C
500,7.14,25,57.14,0,0.06,E
467,6.67,26.67,53.33,6.7,0,D
375,0,0,100,0,0.014705882,D
500,7.14,25,57.14,0,0.0775,E
467,6.67,26.67,53.33,6.7,0.1025,D
375,0,0,100,0,0.08,D
467,0,23.33,60,0,0.045,E
467,0,23.33,60,0,0.1025,E
467,6.67,20,53.33,6.7,0.075,D
467,0,23.33,60,0,0.0175,E
467,0,23.33,60,0,0,E
467,0,23.33,60,0,0.03556,E
467,0,23.33,60,0,0.06,E
467,0,23.33,60,0,0.2375,E
467,6.67,20,53.33,6.7,1.0875,D
467,0,23.33,60,0,0.65,E
467,6.67,20,53.33,6.7,0.8525,D
357,0,0,85.71,0,2.8275,D
357,0,0,85.71,0,1.03,D
357,0,0,71.43,0,0.785,D
467,6.67,20,53.33,6.7,0.5025,D
467,0,23.33,60,0,0.10922,E
467,0,23.33,60,0,0.08,E
286,0,0,85.71,0,0,D
286,0,0,85.71,0,0,D
467,6.67,20,53.33,6.7,0,D
467,6.67,23.33,60,0,0,E
467,0,23.33,60,0,0,E
357,0,0,100,0,0.1,D
357,0,0,85.71,0,1.385,D
467,0,23.33,60,0,0,E
467,0,23.33,60,0,0.54,E
467,6.67,20,53.33,6.7,0,D
467,6.67,20,60,6.7,0,D
467,6.67,20,53.33,6.7,0.175,D
5,0,0,0,0,0,B
467,6.67,16.67,60,0,0,E
466.67,6.67,13.33,60,6.67,2.083333333,D
466.6666667,0,23.33333333,60,0,1.785714286,E
466.6666667,0,23.33333333,60,0,0.16,E
466.6666667,0,23.33333333,60,0,0,E
466.6666667,6.666666667,16.66666667,60,6.666666667,0,D
466.6666667,0,23.33333333,60,0,0,E
466.6666667,6.666666667,16.66666667,60,6.666666667,0,D
466.6666667,6.666666667,23.33333333,60,0,0,E
466.6666667,0,23.33333333,60,0,0,E
50,0,0,100,0,0,C
400,0,0,100,0,0,D
134,3.2,0.4,19.8,0,0,C
333.3333333,19.44444444,0,61.11111111,13.88888889,0,C
333.3333333,22.22222222,0,58.33333333,13.88888889,0,C
333.3333333,22.22222222,0,58.33333333,11.11111111,0.1875,C
0,0,0,0,0,0,B
0,0,0,0,0,0,B
0,0,0,0,0,0.58,B
200,3.33,3.33,16.67,0,0,C
370.3703704,9.259259259,2.777777778,70.37037037,5.555555556,2.2942,C
379.4642857,8.482142857,4.910714286,62.94642857,2.232142857,1.627906977,C
323.943662,8.450704225,2.112676056,56.33802817,2.816901408,1.607142857,C
140,5,0.5,26,2,1.755,B
280,10,1,52,4,1.8375,C
260,10,2,46,6,0.25,C
256.6371681,7.96460177,1.327433628,48.67256637,1.769911504,1.6369,C
250,6.25,1.339285714,46.42857143,1.785714286,1.7575,C
339.2857143,7.142857143,3.571428571,55.35714286,1.785714286,1.7975,D
